"species","synonyms"
"Guibemantis depressiceps","Mantidactylus acuticeps"
"Guibemantis depressiceps","Mantidactylus depressiceps"
"Guibemantis depressiceps","Mantidactylus mocquardi"
"Guibemantis depressiceps","Rhacophorus (Rhacophorus) depressiceps"
"Guibemantis depressiceps","Rhacophorus (Rhacophorus) mocquardti"
"Guibemantis depressiceps","Rhacophorus depressiceps"
"Guibemantis depressiceps","Rhacophorus mocquardi"
"Guibemantis depressiceps","Rhacophorus mocquardti"
"Guibemantis diphonus","Guibemantis (Guibemantis"
"Guibemantis diphonus","Guibemantis diphonus"
"Guibemantis flavobrunneus","Blommersia flavobrunneus"
"Guibemantis flavobrunneus","Guibemantis (Pandanusicola) flavobrunneus"
"Guibemantis flavobrunneus","Guibemantis flavobrunneus"
"Guibemantis flavobrunneus","Mantidactylus (Blommersia) flavobrunneus"
"Guibemantis flavobrunneus","Mantidactylus (Pandanusicola) flavobrunneus"
"Guibemantis flavobrunneus","Mantidactylus flavobrunneus"
"Guibemantis flavobrunneus","Pandanusicola flavobrunneus"
"Guibemantis kathrinae","Guibemantis (Guibemantis) kathrinae"
"Guibemantis kathrinae","Guibemantis kathrinae"
"Guibemantis kathrinae","Mantidactylus (Guibemantis) kathrinae"
"Guibemantis kathrinae","Mantidactylus kathrinae"
"Guibemantis liber","Blommersia liber"
"Guibemantis liber","Boophis liber"
"Guibemantis liber","Gephyromantis albogularis"
"Guibemantis liber","Gephyromantis liber"
"Guibemantis liber","Gephyromantis variabilis"
"Guibemantis liber","Guibemantis (Pandanusicola) liber"
"Guibemantis liber","Guibemantis liber"
"Guibemantis liber","Mantidactylus (Blommersia) liber"
"Guibemantis liber","Mantidactylus (Guibemantis) liber"
"Guibemantis liber","Mantidactylus liber"
"Guibemantis liber","Pandanusicola liber"
"Guibemantis liber","Rhacophorus (Boophis) liber"
"Guibemantis liber","Rhacophorus (Rhacophorus) liber"
"Guibemantis liber","Rhacophorus liber"
"Guibemantis methueni","Gephyromantis methueni"
"Guibemantis methueni","Guibemantis methueni"
"Guibemantis methueni","Mantidactylus (Mantidactylus) methueni"
"Guibemantis methueni","Mantidactylus methueni"
"Guibemantis milingilingy","Guibemantis (Pandanusicola) milingilingy"
"Guibemantis milingilingy","Guibemantis milingilingy"
"Guibemantis milingilingy","Pandanusicola milingilingy"
"Guibemantis pulcher","Blommersia pulcher"
"Guibemantis pulcher","Gephyromantis pulcher"
"Guibemantis pulcher","Guibemantis (Pandanusicola) pulcher"
"Guibemantis pulcher","Guibemantis pulcher"
"Guibemantis pulcher","Mantidactylus (Blommersia) pulcher"
"Guibemantis pulcher","Mantidactylus (Pandanusicola) pulcher"
"Guibemantis pulcher","Mantidactylus pulcher"
"Guibemantis pulcher","Pandanusicola pulcher"
"Guibemantis pulcher","Rhacophorus (Rhacophorus) pulcher"
"Guibemantis pulcher","Rhacophorus pulcher"
"Guibemantis punctatus","Blommersia punctatus"
"Guibemantis punctatus","Guibemantis (Pandanusicola) punctatus"
"Guibemantis punctatus","Guibemantis punctatus"
"Guibemantis punctatus","Mantidactylus (Blommersia) punctatus"
"Guibemantis punctatus","Mantidactylus (Pandanusicola) punctatus"
"Guibemantis punctatus","Mantidactylus punctatus"
"Guibemantis punctatus","Pandanusicola punctatus"
"Guibemantis tasifotsy","Guibemantis (Pandanusicola) tasifotsy"
"Guibemantis tasifotsy","Guibemantis tasifotsy"
"Guibemantis tasifotsy","Pandanusicola tasifotsy"
"Guibemantis timidus","Guibemantis (Guibemantis) timidus"
"Guibemantis timidus","Guibemantis timidus"
"Guibemantis timidus","Mantidactylus (Guibemantis) timidus"
"Guibemantis timidus","Mantidactylus timidus"
"Guibemantis tornieri","Boophis tornieri"
"Guibemantis tornieri","Guibemantis (Guibemantis) tornieri"
"Guibemantis tornieri","Guibemantis tornieri"
"Guibemantis tornieri","Mantidactylus (Guibemantis) tornieri"
"Guibemantis tornieri","Mantidactylus tornieri"
"Guibemantis tornieri","Rhacophorus (Rhacophorus) tornieri"
"Guibemantis tornieri","Rhacophorus tornieri"
"Guibemantis wattersoni","Guibemantis (Pandanusicola) wattersoni"
"Guibemantis wattersoni","Guibemantis wattersoni"
"Guibemantis wattersoni","Pandanusicola wattersoni"
"Guibemantis woosteri","Guibemantis (Pandanusicola"
"Guibemantis woosteri","Guibemantis woosteri"
"Mantella aurantiaca","Mantella aurantiaca"
"Mantella aurantiaca","Mantella aurantiaca aurantiaca"
"Mantella aurantiaca","Mantella aurantiaca rubra"
"Mantella baroni","Mantella baroni"
"Mantella baroni","Phrynomantis maculatus"
"Mantella bernhardi","Mantella bernhardi"
"Mantella betsileo","Dendrobates betsileo"
"Mantella betsileo","Mantella betsileo"
"Mantella cowanii","Mantella cowanii"
"Mantella crocea","Mantella crocea"
"Mantella ebenaui","Dendrobates ebenaui"
"Mantella ebenaui","Mantella attemsi"
"Mantella ebenaui","Mantella ebenaui"
"Mantella expectata","Mantella expectata"
"Mantella haraldmeieri","Mantella haraldmeieri"
"Mantella haraldmeieri","Mantella madagascariensis haraldmeieri"
"Mantella laevigata","Mantella laevigata"
"Mantella madagascariensis","Dendrobates madagascariensis"
"Mantella madagascariensis","Mantella loppei"
"Mantella madagascariensis","Mantella madagascariensis"
"Mantella madagascariensis","Mantella madagascariensis madagascariensis"
"Mantella manery","Mantella manery"
"Mantella milotympanum","Mantella aurantiaca milotympanum"
"Mantella milotympanum","Mantella milotympanum"
"Mantella nigricans","Mantella cowani nigricans"
"Mantella nigricans","Mantella madagascariensis nigricans"
"Mantella nigricans","Mantella nigricans"
"Mantella pulchra","Mantella cowani pulchra"
"Mantella pulchra","Mantella pulchra"
"Mantella viridis","Mantella viridis"
"Mantidactylus aerumnalis","Chonomantis aerumnalis"
"Mantidactylus aerumnalis","Hylobatrachus aerumnalis"
"Mantidactylus aerumnalis","Mantidactylus (Chonomantis) aerumnalis"
"Mantidactylus aerumnalis","Mantidactylus (Hylobatrachus) aerumnalis"
"Mantidactylus aerumnalis","Mantidactylus (Mantidactylus) aerumnalis"
"Mantidactylus aerumnalis","Mantidactylus aerumnalis"
"Mantidactylus aerumnalis","Rana aerumnalis"
"Mantidactylus albofrenatus","Chonomantis albofrenatus"
"Mantidactylus albofrenatus","Hylobatrachus albofrenatus"
"Mantidactylus albofrenatus","Mantidactylus (Chonomantis) albofrenatus"
"Mantidactylus albofrenatus","Mantidactylus (Hylobatrachus) albofrenatus"
"Mantidactylus albofrenatus","Mantidactylus (Mantidactylus) albofrenatus"
"Mantidactylus albofrenatus","Mantidactylus albofrenatus"
"Mantidactylus albofrenatus","Rana albofrenata"
"Mantidactylus albofrenatus","Rhacophorus albofrenatus"
"Mantidactylus alutus","Brygoomantis alutus"
"Mantidactylus alutus","Mantidactylus (Brygoomantis) alutus"
"Mantidactylus alutus","Mantidactylus (Mantidactylus) alutus"
"Mantidactylus alutus","Mantidactylus (Mantidactylus) laevis"
"Mantidactylus alutus","Mantidactylus aluta"
"Mantidactylus alutus","Mantidactylus alutus"
"Mantidactylus alutus","Mantidactylus laevis"
"Mantidactylus alutus","Rana aluta"
"Mantidactylus ambohimitombi","Brygoomantis ambohimitombi"
"Mantidactylus ambohimitombi","Mantidactylus (Brygoomantis) ambohimitombi"
"Mantidactylus ambohimitombi","Mantidactylus (Mantidactylus) ambohimitombi"
"Mantidactylus ambohimitombi","Mantidactylus ambohimitombi"
"Mantidactylus ambreensis","Mantidactylus (Ochthomantis) ambreensis"
"Mantidactylus ambreensis","Mantidactylus ambreensis"
"Mantidactylus ambreensis","Ochthomantis ambreensis"
"Mantidactylus argenteus","Blommersia argenteus"
"Mantidactylus argenteus","Maitsomantis argenteus"
"Mantidactylus argenteus","Mantidactylus (Blommersia) argenteus"
"Mantidactylus argenteus","Mantidactylus (Maitsomantis) argenteus"
"Mantidactylus argenteus","Mantidactylus (Mantidactylus) argenteus"
"Mantidactylus argenteus","Mantidactylus argenteus"
"Mantidactylus atsimo","Hylobatrachus atsimo"
"Mantidactylus atsimo","Mantidactylus (Hylobatrachus) atsimo"
"Mantidactylus atsimo","Mantidactylus atsimo"
"Mantidactylus bellyi","Brygoomantis bellyi"
"Mantidactylus bellyi","Mantidactylus (Brygoomantis) bellyi"
"Mantidactylus bellyi","Mantidactylus (Mantidactylus) bellyi"
"Mantidactylus bellyi","Mantidactylus bellyi"
"Mantidactylus betsileanus","Brygoomantis betsileanus"
"Mantidactylus betsileanus","Mantidactylus (Brygoomantis) betsileanus"
"Mantidactylus betsileanus","Mantidactylus (Mantidactylus) betsileanus"
"Mantidactylus betsileanus","Mantidactylus (Mantidactylus) brunneus"
"Mantidactylus betsileanus","Mantidactylus betsileanus"
"Mantidactylus betsileanus","Mantidactylus brunneus"
"Mantidactylus betsileanus","Mantidactylus tripunctatus"
"Mantidactylus betsileanus","Rana betsileana"
"Mantidactylus betsileanus","Rhacophorus (Rhacophorus) fumigatus"
"Mantidactylus betsileanus","Rhacophorus fumigatus"
"Mantidactylus biporus","Brygoomantis biporus"
"Mantidactylus biporus","Mantidactylus (Brygoomantis) biporus"
"Mantidactylus biporus","Mantidactylus (Mantidactylus) biporus"
"Mantidactylus biporus","Mantidactylus (Mantidactylus) brauni"
"Mantidactylus biporus","Mantidactylus biporus"
"Mantidactylus biporus","Mantidactylus brauni"
"Mantidactylus biporus","Rana bipora"
"Mantidactylus bourgati","Brygoomantis bourgati"
"Mantidactylus bourgati","Mantidactylus (Brygoomantis) bourgati"
"Mantidactylus bourgati","Mantidactylus bourgati"
"Mantidactylus brevipalmatus","Chonomantis brevipalmatus"
"Mantidactylus brevipalmatus","Mantidactylus (Chonomantis) brevipalmatus"
"Mantidactylus brevipalmatus","Mantidactylus (Mantidactylus) brevipalmatus"
"Mantidactylus brevipalmatus","Mantidactylus brevipalmatus"
"Mantidactylus charlotteae","Chonomantis charlotteae"
"Mantidactylus charlotteae","Mantidactylus (Chonomantis) charlotteae"
"Mantidactylus charlotteae","Mantidactylus charlotteae"
"Mantidactylus cowanii","Hylobatrachus cowani"
"Mantidactylus cowanii","Mantidactylus (Hylobatrachus) cowani"
"Mantidactylus cowanii","Mantidactylus (Mantidactylus) cowanii"
"Mantidactylus cowanii","Mantidactylus cowani"
"Mantidactylus cowanii","Mantidactylus cowanii"
"Mantidactylus cowanii","Rana cowanii"
"Mantidactylus curtus","Brygoomantis curtus"
"Mantidactylus curtus","Mantidactylus (Brygoomantis) curtus"
"Mantidactylus curtus","Mantidactylus (Mantidactylus) curtus"
"Mantidactylus curtus","Mantidactylus (Mantidactylus) inaudax"
"Mantidactylus curtus","Mantidactylus curtus"
"Mantidactylus curtus","Mantidactylus inaudax"
"Mantidactylus curtus","Rana curta"
"Mantidactylus curtus","Rana inaudax"
"Mantidactylus delormei","Chonomantis delormei"
"Mantidactylus delormei","Mantidactylus (Chonomantis) delormei"
"Mantidactylus delormei","Mantidactylus delormei"
"Mantidactylus femoralis","Hylobatrachus femoralis"
"Mantidactylus femoralis","Mantidactylus (Hylobatrachus) femoralis"
"Mantidactylus femoralis","Mantidactylus (Mantidactylus) flavicrus"
"Mantidactylus femoralis","Mantidactylus (Ochthomantis) femoralis"
"Mantidactylus femoralis","Mantidactylus Catalai"
"Mantidactylus femoralis","Mantidactylus femoralis"
"Mantidactylus femoralis","Mantidactylus flavicrus"
"Mantidactylus femoralis","Mantidactylus poissoni"
"Mantidactylus femoralis","Ochthomantis femoralis"
"Mantidactylus femoralis","Rana femoralis"
"Mantidactylus femoralis","Rana flavicrus"
"Mantidactylus grandidieri","Mantidactylus (Mantidactylus) grandidieri"
"Mantidactylus grandidieri","Mantidactylus grandidieri"
"Mantidactylus guttulatus","Mantidactylus (Mantidactylus) guttulatus"
"Mantidactylus guttulatus","Mantidactylus guttulatus"
"Mantidactylus guttulatus","Mantidactylus piger"
"Mantidactylus guttulatus","Rana guttulata"
"Mantidactylus guttulatus","Rana pigra"
"Mantidactylus lugubris","Hylobatrachus lugubris"
"Mantidactylus lugubris","Mantidactylus (Hylobatrachus) lugubris"
"Mantidactylus lugubris","Mantidactylus lugubris"
"Mantidactylus lugubris","Polypedates lugubris"
"Mantidactylus lugubris","Rhacophorus lugubris"
"Mantidactylus madecassus","Brygoomantis madecassus"
"Mantidactylus madecassus","Mantidactylus (Brygoomantis) madecassus"
"Mantidactylus madecassus","Mantidactylus madecassus"
"Mantidactylus madecassus","Philautus madecassus"
"Mantidactylus madecassus","Rhacophorus (Philautus) madecassus"
"Mantidactylus madecassus","Rhacophorus madecassus"
"Mantidactylus majori","Hylobatrachus majori"
"Mantidactylus majori","Mantidactylus (Hylobatrachus) majori"
"Mantidactylus majori","Mantidactylus (Mantidactylus) majori"
"Mantidactylus majori","Mantidactylus (Ochthomantis) majori"
"Mantidactylus majori","Mantidactylus majori"
"Mantidactylus majori","Mantidactylus Majori"
"Mantidactylus majori","Ochthomantis majori"
"Mantidactylus melanopleura","Chonomantis melanopleura"
"Mantidactylus melanopleura","Mantidactylus (Chonomantis) melanopleura"
"Mantidactylus melanopleura","Mantidactylus melanopleura"
"Mantidactylus melanopleura","Mantidactylus opiparis melanopleura"
"Mantidactylus melanopleura","Rhacophorus melanopleura"
"Mantidactylus mocquardi","Hylobatrachus mocquardi"
"Mantidactylus mocquardi","Mantidactylus (Hylobatrachus) mocquardi"
"Mantidactylus mocquardi","Mantidactylus (Mantidactylus) mocquardi"
"Mantidactylus mocquardi","Mantidactylus (Ochthomantis) mocquardi"
"Mantidactylus mocquardi","Mantidactylus mocquardi"
"Mantidactylus mocquardi","Ochthomantis mocquardi"
"Mantidactylus multiplicatus","Mantidactylus multiplicatus"
"Mantidactylus noralottae","Brygoomantis noralottae"
"Mantidactylus noralottae","Mantidactylus (Brygoomantis) noralottae"
"Mantidactylus noralottae","Mantidactylus noralottae"
"Mantidactylus opiparis","Chonomantis opiparis"
"Mantidactylus opiparis","Hylobatrachus opiparis"
"Mantidactylus opiparis","Mantidactylus (Chonomantis) opiparis"
"Mantidactylus opiparis","Mantidactylus (Hylobatrachus) opiparis"
"Mantidactylus opiparis","Mantidactylus (Mantidactylus) frenatus"
"Mantidactylus opiparis","Mantidactylus (Mantidactylus) opiparis"
"Mantidactylus opiparis","Mantidactylus frenatus"
"Mantidactylus opiparis","Mantidactylus opiparis"
"Mantidactylus opiparis","Rana opiparis"
"Mantidactylus paidroa","Chonomantis paidroa"
"Mantidactylus paidroa","Mantidactylus (Chonomantis) paidroa"
"Mantidactylus paidroa","Mantidactylus paidroa"
"Mantidactylus pauliani","Brygoomantis pauliani"
"Mantidactylus pauliani","Mantidactylus (Brygoomantis) pauliani"
"Mantidactylus pauliani","Mantidactylus pauliani"
"Mantidactylus petakorona","Hylobatrachus petakorona"
"Mantidactylus petakorona","Mantidactylus (Hylobatrachus) petakorona"
"Mantidactylus petakorona","Mantidactylus petakorona"
"Mantidactylus schulzi","Brygoomantis schulzi"
"Mantidactylus schulzi","Mantidactylus (Brygoomantis) schulzi"
"Mantidactylus schulzi","Mantidactylus schulzi"
"Mantidactylus tricinctus","Brygoomantis tricinctus"
"Mantidactylus tricinctus","Gephyromantis tricinctus"
"Mantidactylus tricinctus","Mantidactylus (Brygoomantis) tricinctus"
"Mantidactylus tricinctus","Mantidactylus tricinctus"
"Mantidactylus ulcerosus","Brygoomantis ulcerosus"
"Mantidactylus ulcerosus","Limnodytes ulcerosus"
"Mantidactylus ulcerosus","Mantidactylus (Brygoomantis) ulcerosus"
"Mantidactylus ulcerosus","Mantidactylus (Mantidactylus) ulcerosus"
"Mantidactylus ulcerosus","Mantidactylus ulcerosus"
"Mantidactylus ulcerosus","Rana ulcerosa"
"Mantidactylus zipperi","Chonomantis zipperi"
"Mantidactylus zipperi","Mantidactylus (Chonomantis) zipperi"
"Mantidactylus zipperi","Mantidactylus zipperi"
"Mantidactylus zolitschka","Mantidactylus (Ochthomantis) zolitschka"
"Mantidactylus zolitschka","Mantidactylus zolitschka"
"Mantidactylus zolitschka","Ochthomantis zolitschka"
"Spinomantis aglavei","Boophis aglavei"
"Spinomantis aglavei","Boophis sikorae"
"Spinomantis aglavei","Mantidactylus (Spinomantis) aglavei"
"Spinomantis aglavei","Mantidactylus aglavei"
"Spinomantis aglavei","Rhacophorus (Rhacophorus) aglavei"
"Spinomantis aglavei","Rhacophorus (Rhacophorus) sikorae"
"Spinomantis aglavei","Rhacophorus aglavei"
"Spinomantis aglavei","Rhacophorus sikorae"
"Spinomantis aglavei","Spinomantis aglavei"
"Spinomantis beckei","Spinomantis beckei"
"Spinomantis bertini","Blommersia bertini"
"Spinomantis bertini","Gephyromantis bertini"
"Spinomantis bertini","Mantidactylus (Blommersia) bertini"
"Spinomantis bertini","Mantidactylus bertini"
"Spinomantis bertini","Spinomantis bertini"
"Spinomantis brunae","Mantidactylus (Spinomantis) brunae"
"Spinomantis brunae","Mantidactylus brunae"
"Spinomantis brunae","Spinomantis brunae"
"Spinomantis elegans","Guibemantis elegans"
"Spinomantis elegans","Mantidactylus (Guibemantis) elegans"
"Spinomantis elegans","Mantidactylus elegans"
"Spinomantis elegans","Rhacophorus elegans"
"Spinomantis elegans","Spinomantis elegans"
"Spinomantis fimbriatus","Mantidactylus (Spinomantis) fimbriatus"
"Spinomantis fimbriatus","Mantidactylus fimbriatus"
"Spinomantis fimbriatus","Spinomantis fimbriatus"
"Spinomantis guibei","Blommersia guibei"
"Spinomantis guibei","Gephyromantis elegans"
"Spinomantis guibei","Mantidactylus (Blommersia) guibei"
"Spinomantis guibei","Mantidactylus guibei"
"Spinomantis guibei","Spinomantis guibei"
"Spinomantis massi","Mantidactylus (Spinomantis) massi"
"Spinomantis massi","Mantidactylus (Spinomantis) massorum"
"Spinomantis massi","Mantidactylus massi"
"Spinomantis massi","Mantidactylus massorum"
"Spinomantis massi","Spinomantis massi"
"Spinomantis massi","Spinomantis massorum"
"Spinomantis microtis","Boophis microtis"
"Spinomantis microtis","Mantidactylus microtis"
"Spinomantis microtis","Rhacophorus (Rhacophorus) microtis"
"Spinomantis microtis","Rhacophorus microtis"
"Spinomantis microtis","Spinomantis microtis"
"Spinomantis mirus","Spinomantis mirus"
"Spinomantis nussbaumi","Spinomantis nussbaumi"
"Spinomantis peraccae","Guibemantis peraccae"
"Spinomantis peraccae","Mantidactylus (Guibemantis) peraccae"
"Spinomantis peraccae","Mantidactylus (Spinomantis) peraccae"
"Spinomantis peraccae","Mantidactylus peraccae"
"Spinomantis peraccae","Rhacophorus (Rhacophorus) peraccae"
"Spinomantis peraccae","Rhacophorus peraccae"
"Spinomantis peraccae","Rhacophorus Peraccae"
"Spinomantis peraccae","Spinomantis peraccae"
"Spinomantis phantasticus","Mantidactylus (Spinomantis) phantasticus"
"Spinomantis phantasticus","Mantidactylus phantasticus"
"Spinomantis phantasticus","Spinomantis phantasticus"
"Spinomantis tavaratra","Spinomantis tavaratra"
"Tsingymantis antitra","Tsingymantis antitra"
"Wakea madinika","Blommersia madinika"
"Wakea madinika","Mantidactylus (Blommersia) madinika"
"Wakea madinika","Mantidactylus madinika"
"Wakea madinika","Wakea madinika"
