"order","superfamily","family","subfamily","genus","species","url"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis peraticus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-peraticus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis percnopterus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-percnopterus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis percultus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-percultus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis permixtus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-permixtus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis peruvianus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-peruvianus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis petersi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-petersi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis petrobardus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-petrobardus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis phalaroinguinis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-phalaroinguinis"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis phalarus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-phalarus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pharangobates","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pharangobates"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis philipi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-philipi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis phoxocephalus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-phoxocephalus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis phragmipleuron","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-phragmipleuron"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis piceus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-piceus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pichincha","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pichincha"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pinchaque","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pinchaque"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pinguis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pinguis"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pirrensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pirrensis"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis platychilus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-platychilus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis platydactylus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-platydactylus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pleurostriatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pleurostriatus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pluvialis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pluvialis"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis polemistes","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-polemistes"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis polychrus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-polychrus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis prolatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-prolatus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis prometeii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-prometeii"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis proserpens","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-proserpens"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pruinatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pruinatus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pseudoacuminatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pseudoacuminatus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pteridophilus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pteridophilus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis ptochus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-ptochus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pugnax","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pugnax"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis puipui","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-puipui"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pulchridormientes","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pulchridormientes"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pulvinatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pulvinatus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis punzan","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-punzan"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis puruscafeum","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-puruscafeum"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pycnodermis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pycnodermis"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis pyrrhomerus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-pyrrhomerus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis quantus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-quantus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis quaquaversus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-quaquaversus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis quicato","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-quicato"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis quinquagesimus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-quinquagesimus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis quintanai","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-quintanai"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis racemus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-racemus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis ramagii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-ramagii"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis reclusus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-reclusus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis reichlei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-reichlei"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis renjiforum","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-renjiforum"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis repens","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-repens"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis restrepoi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-restrepoi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis reticulatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-reticulatus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rhabdocnemus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rhabdocnemus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rhabdolaemus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rhabdolaemus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rhigophilus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rhigophilus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rhodoplichus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rhodoplichus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rhodostichus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rhodostichus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis ridens","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-ridens"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rivasi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rivasi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis riveroi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-riveroi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis riveti","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-riveti"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis romanorum","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-romanorum"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis roni","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-roni"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rosadoi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rosadoi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis roseus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-roseus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis royi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-royi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rozei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rozei"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rubicundus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rubicundus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis ruedai","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-ruedai"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rufioculis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rufioculis"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis rufoviridis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-rufoviridis"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis ruidus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-ruidus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis ruthveni","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-ruthveni"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sacharuna","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sacharuna"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sagittulus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sagittulus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis salaputium","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-salaputium"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis saltissimus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-saltissimus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis samaipatae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-samaipatae"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sambalan","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sambalan"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sanctaemartae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sanctaemartae"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sanguineus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sanguineus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sarisarinama","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sarisarinama"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis satagius","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-satagius"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis saturninoi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-saturninoi"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis savagei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-savagei"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis schultei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-schultei"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis scitulus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-scitulus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis scoloblepharus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-scoloblepharus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis scolodiscus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-scolodiscus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis scopaeus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-scopaeus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis seorsus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-seorsus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis serendipitus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-serendipitus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis shrevei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-shrevei"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis signifer","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-signifer"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis silverstonei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-silverstonei"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis simonbolivari","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-simonbolivari"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis simonsii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-simonsii"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis simoteriscus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-simoteriscus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis simoterus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-simoterus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis siopelus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-siopelus"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sirnigeli","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sirnigeli"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis skydmainos","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-skydmainos"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sneiderni","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sneiderni"
"Anura","Brachycephaloidea","Craugastoridae","Ceuthomantinae","Pristimantis","Pristimantis sobetes","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Brachycephaloidea/Craugastoridae/Ceuthomantinae/Pristimantis/Pristimantis-sobetes"
