"order","superfamily","family","subfamily","genus","species","url"
"Anura",NA,"Allophrynidae",NA,"Allophryne","Allophryne relicta","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Allophrynidae/Allophryne/Allophryne-relicta"
"Anura",NA,"Allophrynidae",NA,"Allophryne","Allophryne resplendens","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Allophrynidae/Allophryne/Allophryne-resplendens"
"Anura",NA,"Allophrynidae",NA,"Allophryne","Allophryne ruthveni","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Allophrynidae/Allophryne/Allophryne-ruthveni"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes australis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-australis"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes barrioi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-barrioi"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes cantillanensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-cantillanensis"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes coppingeri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-coppingeri"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes gargola","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-gargola"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes hugoi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-hugoi"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes igneus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-igneus"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes kaweshkari","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-kaweshkari"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes montanus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-montanus"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes monticola","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-monticola"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes neuquensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-neuquensis"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes nodosus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-nodosus"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes norae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-norae"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes pehuenche","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-pehuenche"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes tumultuosus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-tumultuosus"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes valdiviensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-valdiviensis"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes vanzolinii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-vanzolinii"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes verrucosus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-verrucosus"
"Anura",NA,"Alsodidae",NA,"Alsodes","Alsodes vittatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Alsodes/Alsodes-vittatus"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus altor","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-altor"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus calcaratus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-calcaratus"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus contulmoensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-contulmoensis"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus emiliopugini","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-emiliopugini"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus insularis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-insularis"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus migueli","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-migueli"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus nahuelbutensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-nahuelbutensis"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus roseus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-roseus"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus septentrionalis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-septentrionalis"
"Anura",NA,"Alsodidae",NA,"Eupsophus","Eupsophus vertebralis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Eupsophus/Eupsophus-vertebralis"
"Anura",NA,"Alsodidae",NA,"Limnomedusa","Limnomedusa macroglossa","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alsodidae/Limnomedusa/Limnomedusa-macroglossa"
"Anura",NA,"Alytidae",NA,"Alytes","Alytes cisternasii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Alytes/Alytes-cisternasii"
"Anura",NA,"Alytidae",NA,"Alytes","Alytes dickhilleni","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Alytes/Alytes-dickhilleni"
"Anura",NA,"Alytidae",NA,"Alytes","Alytes maurus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Alytes/Alytes-maurus"
"Anura",NA,"Alytidae",NA,"Alytes","Alytes muletensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Alytes/Alytes-muletensis"
"Anura",NA,"Alytidae",NA,"Alytes","Alytes obstetricans","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Alytes/Alytes-obstetricans"
"Anura",NA,"Alytidae",NA,"Discoglossus","Discoglossus galganoi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Discoglossus/Discoglossus-galganoi"
"Anura",NA,"Alytidae",NA,"Discoglossus","Discoglossus jeanneae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Discoglossus/Discoglossus-jeanneae"
"Anura",NA,"Alytidae",NA,"Discoglossus","Discoglossus montalentii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Discoglossus/Discoglossus-montalentii"
"Anura",NA,"Alytidae",NA,"Discoglossus","Discoglossus pictus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Discoglossus/Discoglossus-pictus"
"Anura",NA,"Alytidae",NA,"Discoglossus","Discoglossus sardus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Discoglossus/Discoglossus-sardus"
"Anura",NA,"Alytidae",NA,"Discoglossus","Discoglossus scovazzi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Discoglossus/Discoglossus-scovazzi"
"Anura",NA,"Alytidae",NA,"Latonia","Latonia nigriventer","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Alytidae/Latonia/Latonia-nigriventer"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis adelphus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-adelphus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis adolfifriederici","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-adolfifriederici"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis affinis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-affinis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis anotis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-anotis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis aureoli","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-aureoli"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis bioko","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-bioko"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis bivittatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-bivittatus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis brevipes","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-brevipes"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis carquejai","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-carquejai"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis crusculum","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-crusculum"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis fichika","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-fichika"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis formosus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-formosus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis francei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-francei"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis hematogaster","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-hematogaster"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis kidogo","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-kidogo"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis krokosua","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-krokosua"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis kutogundua","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-kutogundua"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis lameerei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-lameerei"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis langeri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-langeri"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis loveridgei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-loveridgei"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis mossoensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-mossoensis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis nguruensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-nguruensis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis nikeae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-nikeae"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis nimbaensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-nimbaensis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis nlonakoensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-nlonakoensis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis palava","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-palava"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis perreti","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-perreti"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis phrynoides","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-phrynoides"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis poecilonotus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-poecilonotus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis pyrrhoscelis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-pyrrhoscelis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis reichei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-reichei"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis schubotzi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-schubotzi"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis spinalis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-spinalis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis stenodactylus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-stenodactylus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis stridens","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-stridens"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis sylvaticus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-sylvaticus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis taeniatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-taeniatus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis tanneri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-tanneri"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis troglodytes","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-troglodytes"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis tuberosus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-tuberosus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis variabilis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-variabilis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis vercammeni","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-vercammeni"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis wageri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-wageri"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis wahlbergii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-wahlbergii"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis xenochirus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-xenochirus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis xenodactyloides","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-xenodactyloides"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis xenodactylus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-xenodactylus"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Arthroleptis","Arthroleptis zimmeri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Arthroleptis/Arthroleptis-zimmeri"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa alsco","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-alsco"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa annulata","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-annulata"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa congolia","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-congolia"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa cyaneospila","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-cyaneospila"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa elegans","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-elegans"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa escalerae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-escalerae"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa gracilis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-gracilis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa gratiosa","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-gratiosa"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa inornata","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-inornata"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa leucomystax","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-leucomystax"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa manengouba","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-manengouba"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa melanogaster","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-melanogaster"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa nigromaculata","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-nigromaculata"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa occidentalis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-occidentalis"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa oreas","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-oreas"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa pulchra","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-pulchra"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa schioetzi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-schioetzi"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa trifasciata","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-trifasciata"
"Anura",NA,"Arthroleptidae","Arthroleptinae","Cardioglossa","Cardioglossa venusta","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Arthroleptinae/Cardioglossa/Cardioglossa-venusta"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus batesi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-batesi"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus diadematus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-diadematus"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus fallax","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-fallax"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus laticephalus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-laticephalus"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus laurenti","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-laurenti"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus montanus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-montanus"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus nganhanus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-nganhanus"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus occidentalis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-occidentalis"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus perreti","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-perreti"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus ranoides","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-ranoides"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus rheophilus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-rheophilus"
"Anura",NA,"Arthroleptidae","Astylosterninae","Astylosternus","Astylosternus schioetzi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Astylosternus/Astylosternus-schioetzi"
"Anura",NA,"Arthroleptidae","Astylosterninae","Leptodactylodon","Leptodactylodon albiventris","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Arthroleptidae/Astylosterninae/Leptodactylodon/Leptodactylodon-albiventris"
